Value,Period,Reference Area,Industry Section,Measure Type,Unit
105.0,quarter/2018 Q3,Yorkshire and The Humber,M,Indices 2016=100,Indices 2016=100
106.2,quarter/2018 Q3,Yorkshire and The Humber,N,Indices 2016=100,Indices 2016=100
100.5,quarter/2018 Q3,Yorkshire and The Humber,O,Indices 2016=100,Indices 2016=100
100.1,quarter/2018 Q3,Yorkshire and The Humber,P,Indices 2016=100,Indices 2016=100
101.3,quarter/2018 Q3,Yorkshire and The Humber,Q,Indices 2016=100,Indices 2016=100
105.3,quarter/2018 Q3,Yorkshire and The Humber,R,Indices 2016=100,Indices 2016=100
97.6,quarter/2018 Q3,Yorkshire and The Humber,S,Indices 2016=100,Indices 2016=100
91.7,quarter/2018 Q3,Yorkshire and The Humber,T,Indices 2016=100,Indices 2016=100
103.8,quarter/2018 Q4,Yorkshire and The Humber,A_T,Indices 2016=100,Indices 2016=100
93.9,quarter/2018 Q4,Yorkshire and The Humber,A,Indices 2016=100,Indices 2016=100
102.5,quarter/2018 Q4,Yorkshire and The Humber,B_E,Indices 2016=100,Indices 2016=100
114.9,quarter/2018 Q4,Yorkshire and The Humber,B,Indices 2016=100,Indices 2016=100
103.3,quarter/2018 Q4,Yorkshire and The Humber,C,Indices 2016=100,Indices 2016=100
92.4,quarter/2018 Q4,Yorkshire and The Humber,D,Indices 2016=100,Indices 2016=100
106.6,quarter/2018 Q4,Yorkshire and The Humber,E,Indices 2016=100,Indices 2016=100
110.1,quarter/2018 Q4,Yorkshire and The Humber,F,Indices 2016=100,Indices 2016=100
103.7,quarter/2018 Q4,Yorkshire and The Humber,G_T,Indices 2016=100,Indices 2016=100
104.7,quarter/2018 Q4,Yorkshire and The Humber,G,Indices 2016=100,Indices 2016=100
100.9,quarter/2018 Q4,Yorkshire and The Humber,H,Indices 2016=100,Indices 2016=100
113.9,quarter/2018 Q4,Yorkshire and The Humber,I,Indices 2016=100,Indices 2016=100
110.5,quarter/2018 Q4,Yorkshire and The Humber,J,Indices 2016=100,Indices 2016=100
98.7,quarter/2018 Q4,Yorkshire and The Humber,K,Indices 2016=100,Indices 2016=100
104.0,quarter/2018 Q4,Yorkshire and The Humber,L,Indices 2016=100,Indices 2016=100
105.9,quarter/2018 Q4,Yorkshire and The Humber,M,Indices 2016=100,Indices 2016=100
112.3,quarter/2018 Q4,Yorkshire and The Humber,N,Indices 2016=100,Indices 2016=100
97.9,quarter/2018 Q4,Yorkshire and The Humber,O,Indices 2016=100,Indices 2016=100
99.8,quarter/2018 Q4,Yorkshire and The Humber,P,Indices 2016=100,Indices 2016=100
102.5,quarter/2018 Q4,Yorkshire and The Humber,Q,Indices 2016=100,Indices 2016=100
103.0,quarter/2018 Q4,Yorkshire and The Humber,R,Indices 2016=100,Indices 2016=100
100.2,quarter/2018 Q4,Yorkshire and The Humber,S,Indices 2016=100,Indices 2016=100
96.5,quarter/2018 Q4,Yorkshire and The Humber,T,Indices 2016=100,Indices 2016=100
104.5,quarter/2019 Q1,Yorkshire and The Humber,A_T,Indices 2016=100,Indices 2016=100
96.4,quarter/2019 Q1,Yorkshire and The Humber,A,Indices 2016=100,Indices 2016=100
101.8,quarter/2019 Q1,Yorkshire and The Humber,B_E,Indices 2016=100,Indices 2016=100
117.7,quarter/2019 Q1,Yorkshire and The Humber,B,Indices 2016=100,Indices 2016=100
102.8,quarter/2019 Q1,Yorkshire and The Humber,C,Indices 2016=100,Indices 2016=100
90.6,quarter/2019 Q1,Yorkshire and The Humber,D,Indices 2016=100,Indices 2016=100
105.7,quarter/2019 Q1,Yorkshire and The Humber,E,Indices 2016=100,Indices 2016=100
112.2,quarter/2019 Q1,Yorkshire and The Humber,F,Indices 2016=100,Indices 2016=100
104.6,quarter/2019 Q1,Yorkshire and The Humber,G_T,Indices 2016=100,Indices 2016=100
106.4,quarter/2019 Q1,Yorkshire and The Humber,G,Indices 2016=100,Indices 2016=100
101.6,quarter/2019 Q1,Yorkshire and The Humber,H,Indices 2016=100,Indices 2016=100
115.6,quarter/2019 Q1,Yorkshire and The Humber,I,Indices 2016=100,Indices 2016=100
112.2,quarter/2019 Q1,Yorkshire and The Humber,J,Indices 2016=100,Indices 2016=100
103.7,quarter/2019 Q1,Yorkshire and The Humber,K,Indices 2016=100,Indices 2016=100
103.5,quarter/2019 Q1,Yorkshire and The Humber,L,Indices 2016=100,Indices 2016=100
101.0,quarter/2019 Q1,Yorkshire and The Humber,M,Indices 2016=100,Indices 2016=100
114.4,quarter/2019 Q1,Yorkshire and The Humber,N,Indices 2016=100,Indices 2016=100
97.4,quarter/2019 Q1,Yorkshire and The Humber,O,Indices 2016=100,Indices 2016=100
103.6,quarter/2019 Q1,Yorkshire and The Humber,P,Indices 2016=100,Indices 2016=100
102.7,quarter/2019 Q1,Yorkshire and The Humber,Q,Indices 2016=100,Indices 2016=100
105.3,quarter/2019 Q1,Yorkshire and The Humber,R,Indices 2016=100,Indices 2016=100
99.4,quarter/2019 Q1,Yorkshire and The Humber,S,Indices 2016=100,Indices 2016=100
99.6,quarter/2019 Q1,Yorkshire and The Humber,T,Indices 2016=100,Indices 2016=100
104.3,quarter/2019 Q2,Yorkshire and The Humber,A_T,Indices 2016=100,Indices 2016=100
96.4,quarter/2019 Q2,Yorkshire and The Humber,A,Indices 2016=100,Indices 2016=100
99.9,quarter/2019 Q2,Yorkshire and The Humber,B_E,Indices 2016=100,Indices 2016=100
116.9,quarter/2019 Q2,Yorkshire and The Humber,B,Indices 2016=100,Indices 2016=100
99.5,quarter/2019 Q2,Yorkshire and The Humber,C,Indices 2016=100,Indices 2016=100
99.0,quarter/2019 Q2,Yorkshire and The Humber,D,Indices 2016=100,Indices 2016=100
103.3,quarter/2019 Q2,Yorkshire and The Humber,E,Indices 2016=100,Indices 2016=100
111.1,quarter/2019 Q2,Yorkshire and The Humber,F,Indices 2016=100,Indices 2016=100
104.9,quarter/2019 Q2,Yorkshire and The Humber,G_T,Indices 2016=100,Indices 2016=100
104.6,quarter/2019 Q2,Yorkshire and The Humber,G,Indices 2016=100,Indices 2016=100
102.0,quarter/2019 Q2,Yorkshire and The Humber,H,Indices 2016=100,Indices 2016=100
111.7,quarter/2019 Q2,Yorkshire and The Humber,I,Indices 2016=100,Indices 2016=100
111.9,quarter/2019 Q2,Yorkshire and The Humber,J,Indices 2016=100,Indices 2016=100
107.9,quarter/2019 Q2,Yorkshire and The Humber,K,Indices 2016=100,Indices 2016=100
100.7,quarter/2019 Q2,Yorkshire and The Humber,L,Indices 2016=100,Indices 2016=100
106.4,quarter/2019 Q2,Yorkshire and The Humber,M,Indices 2016=100,Indices 2016=100
117.3,quarter/2019 Q2,Yorkshire and The Humber,N,Indices 2016=100,Indices 2016=100
96.7,quarter/2019 Q2,Yorkshire and The Humber,O,Indices 2016=100,Indices 2016=100
104.0,quarter/2019 Q2,Yorkshire and The Humber,P,Indices 2016=100,Indices 2016=100
103.2,quarter/2019 Q2,Yorkshire and The Humber,Q,Indices 2016=100,Indices 2016=100
106.9,quarter/2019 Q2,Yorkshire and The Humber,R,Indices 2016=100,Indices 2016=100
106.4,quarter/2019 Q2,Yorkshire and The Humber,S,Indices 2016=100,Indices 2016=100
99.4,quarter/2019 Q2,Yorkshire and The Humber,T,Indices 2016=100,Indices 2016=100
104.4,quarter/2019 Q3,Yorkshire and The Humber,A_T,Indices 2016=100,Indices 2016=100
98.7,quarter/2019 Q3,Yorkshire and The Humber,A,Indices 2016=100,Indices 2016=100
99.2,quarter/2019 Q3,Yorkshire and The Humber,B_E,Indices 2016=100,Indices 2016=100
107.9,quarter/2019 Q3,Yorkshire and The Humber,B,Indices 2016=100,Indices 2016=100
100.0,quarter/2019 Q3,Yorkshire and The Humber,C,Indices 2016=100,Indices 2016=100
89.7,quarter/2019 Q3,Yorkshire and The Humber,D,Indices 2016=100,Indices 2016=100
103.4,quarter/2019 Q3,Yorkshire and The Humber,E,Indices 2016=100,Indices 2016=100
105.1,quarter/2019 Q3,Yorkshire and The Humber,F,Indices 2016=100,Indices 2016=100
105.7,quarter/2019 Q3,Yorkshire and The Humber,G_T,Indices 2016=100,Indices 2016=100
102.8,quarter/2019 Q3,Yorkshire and The Humber,G,Indices 2016=100,Indices 2016=100
102.6,quarter/2019 Q3,Yorkshire and The Humber,H,Indices 2016=100,Indices 2016=100
115.4,quarter/2019 Q3,Yorkshire and The Humber,I,Indices 2016=100,Indices 2016=100
117.2,quarter/2019 Q3,Yorkshire and The Humber,J,Indices 2016=100,Indices 2016=100
117.1,quarter/2019 Q3,Yorkshire and The Humber,K,Indices 2016=100,Indices 2016=100
100.8,quarter/2019 Q3,Yorkshire and The Humber,L,Indices 2016=100,Indices 2016=100
108.8,quarter/2019 Q3,Yorkshire and The Humber,M,Indices 2016=100,Indices 2016=100
116.2,quarter/2019 Q3,Yorkshire and The Humber,N,Indices 2016=100,Indices 2016=100
98.6,quarter/2019 Q3,Yorkshire and The Humber,O,Indices 2016=100,Indices 2016=100
101.9,quarter/2019 Q3,Yorkshire and The Humber,P,Indices 2016=100,Indices 2016=100
103.3,quarter/2019 Q3,Yorkshire and The Humber,Q,Indices 2016=100,Indices 2016=100
105.3,quarter/2019 Q3,Yorkshire and The Humber,R,Indices 2016=100,Indices 2016=100
107.9,quarter/2019 Q3,Yorkshire and The Humber,S,Indices 2016=100,Indices 2016=100
94.5,quarter/2019 Q3,Yorkshire and The Humber,T,Indices 2016=100,Indices 2016=100
104.3,quarter/2019 Q4,Yorkshire and The Humber,A_T,Indices 2016=100,Indices 2016=100
99.8,quarter/2019 Q4,Yorkshire and The Humber,A,Indices 2016=100,Indices 2016=100
99.0,quarter/2019 Q4,Yorkshire and The Humber,B_E,Indices 2016=100,Indices 2016=100
106.6,quarter/2019 Q4,Yorkshire and The Humber,B,Indices 2016=100,Indices 2016=100
99.7,quarter/2019 Q4,Yorkshire and The Humber,C,Indices 2016=100,Indices 2016=100
88.8,quarter/2019 Q4,Yorkshire and The Humber,D,Indices 2016=100,Indices 2016=100
104.3,quarter/2019 Q4,Yorkshire and The Humber,E,Indices 2016=100,Indices 2016=100
103.1,quarter/2019 Q4,Yorkshire and The Humber,F,Indices 2016=100,Indices 2016=100
105.7,quarter/2019 Q4,Yorkshire and The Humber,G_T,Indices 2016=100,Indices 2016=100
103.2,quarter/2019 Q4,Yorkshire and The Humber,G,Indices 2016=100,Indices 2016=100
101.0,quarter/2019 Q4,Yorkshire and The Humber,H,Indices 2016=100,Indices 2016=100
115.0,quarter/2019 Q4,Yorkshire and The Humber,I,Indices 2016=100,Indices 2016=100
117.2,quarter/2019 Q4,Yorkshire and The Humber,J,Indices 2016=100,Indices 2016=100
122.8,quarter/2019 Q4,Yorkshire and The Humber,K,Indices 2016=100,Indices 2016=100
101.0,quarter/2019 Q4,Yorkshire and The Humber,L,Indices 2016=100,Indices 2016=100
106.0,quarter/2019 Q4,Yorkshire and The Humber,M,Indices 2016=100,Indices 2016=100
116.0,quarter/2019 Q4,Yorkshire and The Humber,N,Indices 2016=100,Indices 2016=100
98.3,quarter/2019 Q4,Yorkshire and The Humber,O,Indices 2016=100,Indices 2016=100
101.5,quarter/2019 Q4,Yorkshire and The Humber,P,Indices 2016=100,Indices 2016=100
103.4,quarter/2019 Q4,Yorkshire and The Humber,Q,Indices 2016=100,Indices 2016=100
105.0,quarter/2019 Q4,Yorkshire and The Humber,R,Indices 2016=100,Indices 2016=100
105.2,quarter/2019 Q4,Yorkshire and The Humber,S,Indices 2016=100,Indices 2016=100
89.4,quarter/2019 Q4,Yorkshire and The Humber,T,Indices 2016=100,Indices 2016=100
101.0,quarter/2020 Q1,Yorkshire and The Humber,A_T,Indices 2016=100,Indices 2016=100
97.8,quarter/2020 Q1,Yorkshire and The Humber,A,Indices 2016=100,Indices 2016=100
96.4,quarter/2020 Q1,Yorkshire and The Humber,B_E,Indices 2016=100,Indices 2016=100
112.6,quarter/2020 Q1,Yorkshire and The Humber,B,Indices 2016=100,Indices 2016=100
97.0,quarter/2020 Q1,Yorkshire and The Humber,C,Indices 2016=100,Indices 2016=100
84.5,quarter/2020 Q1,Yorkshire and The Humber,D,Indices 2016=100,Indices 2016=100
104.8,quarter/2020 Q1,Yorkshire and The Humber,E,Indices 2016=100,Indices 2016=100
98.9,quarter/2020 Q1,Yorkshire and The Humber,F,Indices 2016=100,Indices 2016=100
102.2,quarter/2020 Q1,Yorkshire and The Humber,G_T,Indices 2016=100,Indices 2016=100
96.8,quarter/2020 Q1,Yorkshire and The Humber,G,Indices 2016=100,Indices 2016=100
100.1,quarter/2020 Q1,Yorkshire and The Humber,H,Indices 2016=100,Indices 2016=100
109.3,quarter/2020 Q1,Yorkshire and The Humber,I,Indices 2016=100,Indices 2016=100
112.9,quarter/2020 Q1,Yorkshire and The Humber,J,Indices 2016=100,Indices 2016=100
123.3,quarter/2020 Q1,Yorkshire and The Humber,K,Indices 2016=100,Indices 2016=100
99.9,quarter/2020 Q1,Yorkshire and The Humber,L,Indices 2016=100,Indices 2016=100
99.9,quarter/2020 Q1,Yorkshire and The Humber,M,Indices 2016=100,Indices 2016=100
117.0,quarter/2020 Q1,Yorkshire and The Humber,N,Indices 2016=100,Indices 2016=100
101.1,quarter/2020 Q1,Yorkshire and The Humber,O,Indices 2016=100,Indices 2016=100
90.4,quarter/2020 Q1,Yorkshire and The Humber,P,Indices 2016=100,Indices 2016=100
100.3,quarter/2020 Q1,Yorkshire and The Humber,Q,Indices 2016=100,Indices 2016=100
98.6,quarter/2020 Q1,Yorkshire and The Humber,R,Indices 2016=100,Indices 2016=100
101.0,quarter/2020 Q1,Yorkshire and The Humber,S,Indices 2016=100,Indices 2016=100
94.3,quarter/2020 Q1,Yorkshire and The Humber,T,Indices 2016=100,Indices 2016=100
82.0,quarter/2020 Q2,Yorkshire and The Humber,A_T,Indices 2016=100,Indices 2016=100
96.6,quarter/2020 Q2,Yorkshire and The Humber,A,Indices 2016=100,Indices 2016=100
78.8,quarter/2020 Q2,Yorkshire and The Humber,B_E,Indices 2016=100,Indices 2016=100
93.8,quarter/2020 Q2,Yorkshire and The Humber,B,Indices 2016=100,Indices 2016=100
76.0,quarter/2020 Q2,Yorkshire and The Humber,C,Indices 2016=100,Indices 2016=100
81.8,quarter/2020 Q2,Yorkshire and The Humber,D,Indices 2016=100,Indices 2016=100
102.2,quarter/2020 Q2,Yorkshire and The Humber,E,Indices 2016=100,Indices 2016=100
62.7,quarter/2020 Q2,Yorkshire and The Humber,F,Indices 2016=100,Indices 2016=100
84.1,quarter/2020 Q2,Yorkshire and The Humber,G_T,Indices 2016=100,Indices 2016=100
77.3,quarter/2020 Q2,Yorkshire and The Humber,G,Indices 2016=100,Indices 2016=100
78.6,quarter/2020 Q2,Yorkshire and The Humber,H,Indices 2016=100,Indices 2016=100
25.6,quarter/2020 Q2,Yorkshire and The Humber,I,Indices 2016=100,Indices 2016=100
113.3,quarter/2020 Q2,Yorkshire and The Humber,J,Indices 2016=100,Indices 2016=100
116.6,quarter/2020 Q2,Yorkshire and The Humber,K,Indices 2016=100,Indices 2016=100
92.6,quarter/2020 Q2,Yorkshire and The Humber,L,Indices 2016=100,Indices 2016=100
87.2,quarter/2020 Q2,Yorkshire and The Humber,M,Indices 2016=100,Indices 2016=100
81.5,quarter/2020 Q2,Yorkshire and The Humber,N,Indices 2016=100,Indices 2016=100
99.0,quarter/2020 Q2,Yorkshire and The Humber,O,Indices 2016=100,Indices 2016=100
63.9,quarter/2020 Q2,Yorkshire and The Humber,P,Indices 2016=100,Indices 2016=100
80.1,quarter/2020 Q2,Yorkshire and The Humber,Q,Indices 2016=100,Indices 2016=100
73.0,quarter/2020 Q2,Yorkshire and The Humber,R,Indices 2016=100,Indices 2016=100
88.7,quarter/2020 Q2,Yorkshire and The Humber,S,Indices 2016=100,Indices 2016=100
57.4,quarter/2020 Q2,Yorkshire and The Humber,T,Indices 2016=100,Indices 2016=100
97.7,quarter/2020 Q3,Yorkshire and The Humber,A_T,Indices 2016=100,Indices 2016=100
96.0,quarter/2020 Q3,Yorkshire and The Humber,A,Indices 2016=100,Indices 2016=100
95.0,quarter/2020 Q3,Yorkshire and The Humber,B_E,Indices 2016=100,Indices 2016=100
103.3,quarter/2020 Q3,Yorkshire and The Humber,B,Indices 2016=100,Indices 2016=100
94.6,quarter/2020 Q3,Yorkshire and The Humber,C,Indices 2016=100,Indices 2016=100
90.6,quarter/2020 Q3,Yorkshire and The Humber,D,Indices 2016=100,Indices 2016=100
104.6,quarter/2020 Q3,Yorkshire and The Humber,E,Indices 2016=100,Indices 2016=100
93.4,quarter/2020 Q3,Yorkshire and The Humber,F,Indices 2016=100,Indices 2016=100
98.7,quarter/2020 Q3,Yorkshire and The Humber,G_T,Indices 2016=100,Indices 2016=100
100.6,quarter/2020 Q3,Yorkshire and The Humber,G,Indices 2016=100,Indices 2016=100
89.4,quarter/2020 Q3,Yorkshire and The Humber,H,Indices 2016=100,Indices 2016=100
100.1,quarter/2020 Q3,Yorkshire and The Humber,I,Indices 2016=100,Indices 2016=100
121.3,quarter/2020 Q3,Yorkshire and The Humber,J,Indices 2016=100,Indices 2016=100
119.0,quarter/2020 Q3,Yorkshire and The Humber,K,Indices 2016=100,Indices 2016=100
98.0,quarter/2020 Q3,Yorkshire and The Humber,L,Indices 2016=100,Indices 2016=100
100.5,quarter/2020 Q3,Yorkshire and The Humber,M,Indices 2016=100,Indices 2016=100
94.5,quarter/2020 Q3,Yorkshire and The Humber,N,Indices 2016=100,Indices 2016=100
102.9,quarter/2020 Q3,Yorkshire and The Humber,O,Indices 2016=100,Indices 2016=100
81.6,quarter/2020 Q3,Yorkshire and The Humber,P,Indices 2016=100,Indices 2016=100
96.5,quarter/2020 Q3,Yorkshire and The Humber,Q,Indices 2016=100,Indices 2016=100
88.6,quarter/2020 Q3,Yorkshire and The Humber,R,Indices 2016=100,Indices 2016=100
99.1,quarter/2020 Q3,Yorkshire and The Humber,S,Indices 2016=100,Indices 2016=100
78.4,quarter/2020 Q3,Yorkshire and The Humber,T,Indices 2016=100,Indices 2016=100
0.8,quarter/2013.0,Yorkshire and The Humber,A_T,"Percentage change, year on year","Percentage change, year on year"
-0.1,quarter/2013.0,Yorkshire and The Humber,A,"Percentage change, year on year","Percentage change, year on year"
-3.3,quarter/2013.0,Yorkshire and The Humber,B_E,"Percentage change, year on year","Percentage change, year on year"
18.5,quarter/2013.0,Yorkshire and The Humber,B,"Percentage change, year on year","Percentage change, year on year"
-3.5,quarter/2013.0,Yorkshire and The Humber,C,"Percentage change, year on year","Percentage change, year on year"
-9.0,quarter/2013.0,Yorkshire and The Humber,D,"Percentage change, year on year","Percentage change, year on year"
3.8,quarter/2013.0,Yorkshire and The Humber,E,"Percentage change, year on year","Percentage change, year on year"
-0.4,quarter/2013.0,Yorkshire and The Humber,F,"Percentage change, year on year","Percentage change, year on year"
1.9,quarter/2013.0,Yorkshire and The Humber,G_T,"Percentage change, year on year","Percentage change, year on year"
5.8,quarter/2013.0,Yorkshire and The Humber,G,"Percentage change, year on year","Percentage change, year on year"
4.1,quarter/2013.0,Yorkshire and The Humber,H,"Percentage change, year on year","Percentage change, year on year"
-1.3,quarter/2013.0,Yorkshire and The Humber,I,"Percentage change, year on year","Percentage change, year on year"
-6.0,quarter/2013.0,Yorkshire and The Humber,J,"Percentage change, year on year","Percentage change, year on year"
-3.0,quarter/2013.0,Yorkshire and The Humber,K,"Percentage change, year on year","Percentage change, year on year"
-0.6,quarter/2013.0,Yorkshire and The Humber,L,"Percentage change, year on year","Percentage change, year on year"
7.8,quarter/2013.0,Yorkshire and The Humber,M,"Percentage change, year on year","Percentage change, year on year"
11.8,quarter/2013.0,Yorkshire and The Humber,N,"Percentage change, year on year","Percentage change, year on year"
-2.3,quarter/2013.0,Yorkshire and The Humber,O,"Percentage change, year on year","Percentage change, year on year"
4.4,quarter/2013.0,Yorkshire and The Humber,P,"Percentage change, year on year","Percentage change, year on year"
0.9,quarter/2013.0,Yorkshire and The Humber,Q,"Percentage change, year on year","Percentage change, year on year"
-4.0,quarter/2013.0,Yorkshire and The Humber,R,"Percentage change, year on year","Percentage change, year on year"
-1.4,quarter/2013.0,Yorkshire and The Humber,S,"Percentage change, year on year","Percentage change, year on year"
40.7,quarter/2013.0,Yorkshire and The Humber,T,"Percentage change, year on year","Percentage change, year on year"
1.3,quarter/2014.0,Yorkshire and The Humber,A_T,"Percentage change, year on year","Percentage change, year on year"
12.7,quarter/2014.0,Yorkshire and The Humber,A,"Percentage change, year on year","Percentage change, year on year"
0.1,quarter/2014.0,Yorkshire and The Humber,B_E,"Percentage change, year on year","Percentage change, year on year"
-3.9,quarter/2014.0,Yorkshire and The Humber,B,"Percentage change, year on year","Percentage change, year on year"
2.2,quarter/2014.0,Yorkshire and The Humber,C,"Percentage change, year on year","Percentage change, year on year"
-14.4,quarter/2014.0,Yorkshire and The Humber,D,"Percentage change, year on year","Percentage change, year on year"
-1.2,quarter/2014.0,Yorkshire and The Humber,E,"Percentage change, year on year","Percentage change, year on year"
8.1,quarter/2014.0,Yorkshire and The Humber,F,"Percentage change, year on year","Percentage change, year on year"
1.0,quarter/2014.0,Yorkshire and The Humber,G_T,"Percentage change, year on year","Percentage change, year on year"
1.1,quarter/2014.0,Yorkshire and The Humber,G,"Percentage change, year on year","Percentage change, year on year"
1.2,quarter/2014.0,Yorkshire and The Humber,H,"Percentage change, year on year","Percentage change, year on year"
1.1,quarter/2014.0,Yorkshire and The Humber,I,"Percentage change, year on year","Percentage change, year on year"
-5.5,quarter/2014.0,Yorkshire and The Humber,J,"Percentage change, year on year","Percentage change, year on year"
3.5,quarter/2014.0,Yorkshire and The Humber,K,"Percentage change, year on year","Percentage change, year on year"
-0.4,quarter/2014.0,Yorkshire and The Humber,L,"Percentage change, year on year","Percentage change, year on year"
1.3,quarter/2014.0,Yorkshire and The Humber,M,"Percentage change, year on year","Percentage change, year on year"
8.2,quarter/2014.0,Yorkshire and The Humber,N,"Percentage change, year on year","Percentage change, year on year"
-6.4,quarter/2014.0,Yorkshire and The Humber,O,"Percentage change, year on year","Percentage change, year on year"
